float  0.24362805 2000 656.738828
float  0.22207552 2000 720.475629
float  0.53111877 4000 2410.007087
float  0.51661303 4000 2477.676570
float  0.156157887 6000 2766.430875
float  0.152538078 6000 2832.079738
float  0.344849948 8000 2969.407436
float  0.353328877 8000 2898.149760
float  0.653282197 10000 3061.464110
float  0.653605785 10000 3059.948437
