float  2.51925667 10000 974.694177
float  2.35109169 10000 982.748263
float  2.19917188 10000 990.139602
float  2.27776612 10000 986.301937
float  2.120376092 10000 943.228896
float  2.21295372 10000 989.464493
float  1.986394152 10000 1006.849521
float  2.28503754 10000 985.948385
