float, 0.17600631, 2000, 909.058317
float, 0.18538831, 2000, 863.053339
float, 0.23959380, 2000, 667.796913
float, 0.86501614, 4000, 1479.741176
float, 0.85916893, 4000, 1489.811788
float, 0.86120452, 4000, 1486.290388
float, 0.251104937, 6000, 1720.396282
float, 0.239096725, 6000, 1806.800156
float, 0.239434046, 6000, 1804.254688
float, 0.581067763, 8000, 1762.272949
float, 0.581087992, 8000, 1762.211600
float, 0.582529141, 8000, 1757.851973
float, 1.74200766, 10000, 1861.849352
float, 1.56920416, 10000, 1892.290062
float, 1.55572744, 10000, 1894.705989
float, 1.760665868, 12000, 1962.893734
float, 1.755564124, 12000, 1968.597987
float, 1.757155504, 12000, 1966.815112
float, 2.826098701, 14000, 1941.899622
float, 2.827755602, 14000, 1940.761782
float, 2.837493982, 14000, 1934.101018
float, 4.308636419, 16000, 1901.297581
float, 4.272881387, 16000, 1917.207443
float, 4.296402282, 16000, 1906.711584
float, 6.82621592, 18000, 1917.594219
float, 6.103625384, 18000, 1910.995395
float, 6.96060887, 18000, 1913.366716
float, 8.175121830, 20000, 1957.157377
float, 8.152246963, 20000, 1962.649080
float, 8.103623804, 20000, 1974.425317
