float  0.18731370 2000 854.182049
float  0.16609801 2000 963.286676
float  0.17540327 2000 912.183678
float  0.16647464 2000 961.107349
float  0.17156233 2000 932.605660
float  0.86165133 4000 1485.519671
float  0.86272887 4000 1483.664271
float  0.87005257 4000 1471.175472
float  0.86503154 4000 1479.714832
float  0.85976165 4000 1488.784711
float  0.240371255 6000 1797.219888
float  0.239951668 6000 1800.362563
float  0.239406374 6000 1804.463235
float  0.240145380 6000 1798.910310
float  0.239245441 6000 1805.677041
float  0.581569290 8000 1760.753220
float  0.581296475 8000 1761.579580
float  0.582793289 8000 1757.055236
float  0.582202669 8000 1758.837694
float  0.582534814 8000 1757.834854
float  1.56753268 10000 1892.589368
float  1.55265912 10000 1895.256899
float  1.51091823 10000 1902.783331
float  1.71738219 10000 1866.127348
float  1.55714764 10000 1894.451104
float  1.762381786 12000 1960.982590
float  1.762883959 12000 1960.423987
float  1.759344652 12000 1964.367809
float  1.766646257 12000 1956.249015
float  1.757529393 12000 1966.396701
float  2.811995017 14000 1951.639305
float  2.811997372 14000 1951.637670
float  2.811695557 14000 1951.847164
float  2.811844525 14000 1951.743758
float  2.815254833 14000 1949.379479
float  4.278922181 16000 1914.500814
float  4.275319788 16000 1916.113977
float  4.231337743 16000 1936.030754
float  4.270874482 16000 1918.108349
float  4.276589383 16000 1915.545138
float  6.96751400 18000 1913.150010
float  6.97894637 18000 1912.791331
float  6.97595253 18000 1912.885247
float  6.79391859 18000 1918.612958
float  6.100575145 18000 1911.950877
float  8.130117220 20000 1967.991305
float  8.135435209 20000 1966.704864
float  8.137172140 20000 1966.285059
float  8.133943179 20000 1967.065622
float  8.150805487 20000 1962.996176
