float  0.29978145 2000 533.722150
float  0.18893330 2000 846.859712
float  0.17027975 2000 939.630226
float  0.19068284 2000 839.089663
float  0.18827962 2000 849.799888
float  0.58618422 4000 2183.613882
float  0.58996186 4000 2169.631779
float  0.51569961 4000 2482.065092
float  0.53854716 4000 2376.764924
float  0.53755993 4000 2381.129858
float  0.156417409 6000 2761.840915
float  0.177336340 6000 2436.048923
float  0.152851470 6000 2826.273113
float  0.151452853 6000 2852.372811
float  0.151293673 6000 2855.373866
float  0.344506595 8000 2972.366901
float  0.345862822 8000 2960.711400
float  0.351417818 8000 2913.910301
float  0.349428317 8000 2930.500907
float  0.345390057 8000 2964.763980
float  0.656049054 10000 3048.552525
float  0.650741719 10000 3073.415983
float  0.650445794 10000 3074.814256
float  0.651351249 10000 3070.539902
float  0.654320952 10000 3056.603940
float  1.116536674 12000 3095.285700
float  1.114630831 12000 3100.578150
float  1.126507430 12000 3067.889219
float  1.110813926 12000 3111.232151
float  1.122982241 12000 3077.519727
float  1.740765181 14000 3152.636588
float  1.747882497 14000 3139.799162
float  1.745082468 14000 3144.837050
float  1.746452331 14000 3142.370337
float  1.740194615 14000 3153.670258
float  2.614918131 16000 3132.794065
float  2.615077012 16000 3132.603729
float  2.616050561 16000 3131.437948
float  2.619144643 16000 3127.738677
float  2.615338721 16000 3132.290259
float  3.724001246 18000 3132.114956
float  3.716996998 18000 3138.017062
float  3.723618745 18000 3132.436696
float  3.726980544 18000 3129.611186
float  3.718462991 18000 3136.779908
float  5.188368595 20000 3083.820994
float  5.186246177 20000 3085.083016
float  5.84262364 20000 3146.965844
float  5.57771455 20000 3163.448594
float  5.135623726 20000 3115.493045
