float  2.453854969 2000 6.520353
float  2.462634164 2000 6.497108
float  5.322814627 4000 24.047428
float  5.238408787 4000 24.434901
float  11.121281983 6000 38.844443
float  11.30344700 6000 39.164687
float  21.770994904 8000 47.035058
float  21.286668144 8000 48.105227
float  37.29821932 10000 54.010522
float  36.702626583 10000 54.492013
