float, 0.45337642, 2000, 352.907635
float, 0.46268807, 2000, 345.805328
float, 0.47223317, 2000, 338.815674
float, 0.291213913, 4000, 439.539439
float, 0.302245297, 4000, 423.497078
float, 0.301445008, 4000, 424.621396
float, 0.850044301, 6000, 508.208807
float, 0.879373613, 6000, 491.258771
float, 0.851751531, 6000, 507.190166
float, 1.657356668, 8000, 617.851317
float, 1.694272560, 8000, 604.389178
float, 1.670604233, 8000, 612.951877
float, 2.560929335, 10000, 780.966492
float, 2.599540087, 10000, 769.366862
float, 2.613441381, 10000, 765.274482
float, 3.529320836, 12000, 979.225228
float, 3.528278623, 12000, 979.514480
float, 3.95269198, 12000, 1116.542626
float, 4.675917834, 14000, 1173.673318
float, 4.562635839, 14000, 1202.813504
float, 4.482618397, 14000, 1224.284450
float, 3.952535272, 16000, 2072.593775
float, 6.707200422, 16000, 1221.373969
float, 6.669200635, 16000, 1228.333116
float, 6.907789776, 18000, 1688.528513
float, 6.742576782, 18000, 1729.902436
float, 8.723279577, 18000, 1337.111793
float, 7.937221108, 20000, 2015.818859
float, 8.384019361, 20000, 1908.392540
float, 8.352171008, 20000, 1915.669589
float, 16.226005821, 22000, 1312.461011
float, 15.179238836, 22000, 1402.968899
float, 17.776939685, 22000, 1197.956475
float, 16.810028038, 24000, 1644.732533
float, 15.113000518, 24000, 1829.418319
float, 15.783754936, 24000, 1751.674434
float, 21.603683823, 26000, 1627.129905
float, 22.410973889, 26000, 1568.517289
float, 22.321140779, 26000, 1574.829904
float, 29.66482569, 28000, 1510.468282
float, 29.894805936, 28000, 1468.616324
float, 26.297368904, 28000, 1669.520634
float, 23.630184560, 30000, 2285.212791
float, 24.206861802, 30000, 2230.772433
float, 24.834724984, 30000, 2174.374793
float, 28.921456012, 32000, 2265.999332
float, 27.133793647, 32000, 2415.290720
float, 26.617456690, 32000, 2462.143576
