float, 0.55783823, 2000, 286.821504
float, 0.53589301, 2000, 298.567059
float, 0.53682423, 2000, 298.049140
float, 0.120584027, 4000, 1061.500459
float, 0.123275502, 4000, 1038.324711
float, 0.123520902, 4000, 1036.261863
float, 0.262998963, 6000, 1642.592028
float, 0.340768285, 6000, 1267.723609
float, 0.262277139, 6000, 1647.112675
float, 0.775143796, 8000, 1321.045212
float, 0.762172290, 8000, 1343.528246
float, 0.864238929, 8000, 1184.857527
float, 1.718091577, 10000, 1164.082303
float, 1.747063488, 10000, 1144.778088
float, 1.811388434, 10000, 1104.125411
float, 2.970946581, 12000, 1163.265614
float, 3.16395491, 12000, 1145.738352
float, 2.832870947, 12000, 1219.963798
float, 4.291576711, 14000, 1278.784086
float, 4.366372295, 14000, 1256.878624
float, 4.410089267, 14000, 1244.419255
float, 6.533388231, 16000, 1253.867015
float, 5.867109091, 16000, 1396.258340
float, 6.299108347, 16000, 1300.501523
float, 7.557195061, 18000, 1543.429792
float, 7.820895250, 18000, 1491.389365
float, 7.195860116, 18000, 1620.932010
float, 12.216810497, 20000, 1309.670802
float, 9.100588270, 20000, 1758.128104
float, 9.399374473, 20000, 1702.240936
float, 14.708717788, 22000, 1447.848841
float, 14.645440581, 22000, 1454.104428
float, 13.780385761, 22000, 1545.384895
float, 19.184619993, 24000, 1441.154425
float, 14.219427046, 24000, 1944.382141
float, 14.551222434, 24000, 1900.046551
float, 22.575962351, 26000, 1557.054333
float, 20.248108485, 26000, 1736.063397
float, 23.264189380, 26000, 1510.991826
float, 28.991141698, 28000, 1514.393619
float, 26.972813039, 28000, 1627.713058
float, 25.676891657, 28000, 1709.864285
float, 33.571655256, 30000, 1608.499777
float, 25.702137631, 30000, 2100.992562
float, 29.859637769, 30000, 1808.461322
float, 24.229056038, 32000, 2704.851559
float, 25.635839845, 32000, 2556.421026
float, 31.652138781, 32000, 2070.507793
